signup_country_code,marketing_channel_id,signup_platform,gender,is_paid_channel,subscription_date,net_revenue,subscription_count
CH,18,android,male,true,2016-11-03,38.79194644046938,1
CH,,android,male,false,2016-11-16,38.16098906754725,1
US,9,ios,female,true,2016-12-29,41.993,1
GT,,ios,female,false,2016-10-14,0,1
AE,18,ios,female,true,2017-01-07,41.993,1
LU,2,ios,male,true,2017-01-26,0,1
US,13,ios,female,false,2017-01-26,0,1
DE,1,ios,female,false,2017-01-27,0,3
PR,2,android,female,true,2016-11-08,0,2
PR,2,ios,female,true,2016-11-20,0,1
US,11,ios,female,false,2016-11-20,41.993,1
FR,2,android,female,true,2016-11-27,50.20366838487115,2
AI,18,ios,female,true,2017-01-10,0,1
ES,6,ios,female,true,2017-01-19,41.993,7
US,9,ios,female,true,2017-01-24,0,3
US,9,ios,male,true,2017-01-28,83.986,6
AE,1,ios,female,false,2016-11-23,20.993,3
US,1,android,female,false,2016-10-08,184.02,13
MX,2,ios,male,true,2016-10-25,0,1
CH,2,ios,male,true,2016-10-27,69.986,6
NZ,18,android,female,true,2016-11-20,0,1
US,2,android,female,true,2016-12-29,184.02,7
QA,2,ios,male,true,2016-11-11,0,1
CO,2,ios,female,true,2016-11-13,41.993,3
US,3,ios,female,true,2016-11-18,0,2
CL,18,android,female,true,2016-11-28,0,2
CA,18,ios,female,true,2017-01-07,41.993,3
AT,2,ios,male,true,2017-01-10,0,1
US,18,ios,male,true,2017-01-10,83.993,4
EC,1,ios,male,false,2017-01-17,41.993,3
SE,1,ios,female,false,2016-12-16,41.993,1
AE,1,ios,male,false,2016-12-17,0,1
DE,2,android,male,true,2016-10-04,51.52028888077518,2
FR,1,ios,male,false,2016-10-28,20.993,3
SA,18,ios,female,true,2016-11-03,0,1
DE,1,android,male,false,2016-11-04,68.37138114773649,3
AR,1,ios,female,false,2016-11-05,20.993,1
FR,1,android,male,false,2016-11-20,33.25055311690504,2
US,6,ios,male,true,2016-12-08,41.993,2
SG,2,ios,male,true,2017-01-06,41.993,3
US,,ios,male,false,2016-10-04,125.986,6
US,1,android,female,false,2016-10-13,294,15
CA,2,ios,male,true,2016-10-15,0,2
DE,,ios,male,false,2016-12-26,41.993,2
CA,1,ios,female,false,2016-12-29,251.958,12
CA,2,ios,female,true,2017-01-05,432.517,35
AR,1,android,female,false,2017-01-06,42,2
US,1,ios,male,false,2017-01-08,721.816,74
AU,18,android,male,true,2017-01-24,21.25637247214027,2
US,4,ios,female,true,2017-01-31,306.185,24
GB,18,android,female,true,2016-10-01,0,4
VN,1,ios,male,false,2016-10-01,0,1
SG,18,ios,female,true,2016-10-23,0,1
US,2,android,female,true,2016-11-12,252,15
US,2,android,female,true,2016-11-20,373.02,25
US,1,android,female,false,2016-11-26,0,9
PA,2,android,female,true,2016-12-27,0,2
AR,2,android,male,true,2017-01-01,147,17
MX,2,android,female,true,2017-01-03,148.86626188427064,42
US,9,ios,male,true,2017-01-09,0,1
CA,,ios,female,false,2017-01-14,146.972,13
US,4,ios,male,true,2017-01-14,434.38,36
ES,2,ios,female,true,2017-01-25,62.986,13
US,,ios,male,false,2017-01-26,398.93,36
FR,2,android,female,true,2017-01-29,0,1
CA,1,ios,female,false,2016-10-01,125.979,4
US,3,android,female,true,2016-10-05,0,1
AU,18,ios,female,true,2016-10-11,62.986,2
US,2,ios,male,true,2016-10-16,419.916,29
US,1,android,female,false,2016-10-21,209.993,11
DE,1,ios,male,false,2016-10-23,62.986,5
DO,2,ios,male,true,2016-11-24,0,2
CH,2,ios,male,true,2016-12-01,42,5
HN,18,android,female,true,2016-12-05,0,1
US,4,ios,male,true,2016-12-21,292.081,19
US,9,android,female,true,2017-01-09,100.02,7
US,18,android,female,true,2017-01-14,268.02,16
SE,2,ios,female,true,2017-01-16,0,2
US,1,android,female,false,2017-01-16,294,15
US,4,ios,female,true,2017-01-16,356.937,33
BR,1,ios,female,false,2017-01-22,83.986,5
IT,1,ios,female,false,2017-01-23,0,1
ES,1,android,male,false,2016-10-15,0,1
CA,18,android,male,true,2017-01-29,42.69227646016566,5
CL,2,ios,male,true,2016-11-22,167.972,8
AW,1,android,male,false,2016-11-22,0,1
US,,web,female,false,2016-12-25,20.993,1
FR,18,ios,male,true,2016-12-09,0,1
GT,2,ios,male,true,2016-12-12,41.993,1
IN,1,ios,male,false,2017-01-05,41.993,2
SA,18,ios,male,true,2017-01-06,41.993,1
US,1,ios,female,false,2017-01-12,917.31,50
US,2,ios,male,true,2017-01-18,125.979,22
ES,2,ios,male,true,2017-01-19,188.96500000000003,19
CO,1,ios,female,false,2017-01-19,0,1
UY,1,ios,male,false,2017-01-23,0,2
FR,1,android,female,false,2017-01-25,0,1
MX,1,ios,female,false,2016-10-17,62.992999999999995,6
SA,1,ios,female,false,2016-10-05,20.993,1
CA,18,android,female,true,2016-11-08,0,5
US,,ios,male,false,2016-11-19,293.951,23
CA,18,android,male,true,2016-11-23,0,2
KW,1,ios,male,false,2016-12-19,41.993,1
CO,2,ios,male,true,2016-12-28,83.986,5
EC,2,ios,female,true,2017-01-03,83.986,8
FR,1,ios,female,false,2017-01-15,188.965,11
NO,1,android,female,false,2017-01-23,0,1
AE,2,ios,male,true,2017-01-29,98.443,3
FR,2,ios,female,true,2017-01-31,148.46245736376062,12
AU,2,android,female,true,2016-10-09,200.8673291190261,13
CH,2,ios,female,true,2016-10-14,41.993,3
DE,2,ios,female,true,2016-10-16,62.986,3
US,4,ios,male,true,2016-10-16,83.986,12
DE,1,ios,female,false,2016-10-26,83.986,4
VC,2,android,female,true,2016-11-03,0,1
US,,ios,male,false,2016-11-07,230.958,15
US,1,android,female,false,2016-11-12,125.993,11
CA,2,ios,female,true,2016-11-15,167.972,13
US,2,android,male,true,2016-11-18,0,8
US,1,android,female,false,2016-11-23,84,8
GB,2,ios,female,true,2016-12-04,41.993,1
US,2,android,female,true,2016-12-10,189,19
BR,1,ios,male,false,2017-01-03,0,4
AR,2,ios,female,true,2017-01-03,251.958,22
US,,android,female,false,2017-01-05,63,7
CL,2,ios,female,true,2017-01-08,314.944,29
US,,ios,male,false,2016-10-01,329.408,10
FR,1,ios,female,false,2016-10-06,314.937,17
US,2,ios,female,true,2016-10-24,251.965,16
NL,1,android,male,false,2016-10-29,0,1
AU,1,android,female,false,2016-11-05,0,2
ES,1,ios,female,false,2017-01-25,146.965,12
ES,1,android,male,false,2017-01-29,75.38129395609502,6
UY,2,ios,male,true,2016-11-17,0,1
SG,1,ios,female,false,2016-11-19,0,2
MX,2,android,male,true,2016-12-07,30.67134170966171,3
US,1,ios,male,false,2016-12-14,104.979,13
US,1,ios,male,false,2016-12-16,104.979,20
AU,2,ios,female,true,2016-12-18,20.993,2
SI,1,ios,male,false,2017-01-19,20.993,1
MX,2,android,male,true,2017-01-08,190.6320156774887,25
US,11,android,female,false,2017-01-15,58.02,1
US,,ios,male,false,2016-10-12,185.542,15
ES,2,android,female,true,2016-11-01,72.45741521133988,2
CA,2,ios,female,true,2016-11-03,62.986,5
GB,18,ios,male,true,2016-11-28,0,1
AR,2,ios,female,true,2016-11-30,0,2
CL,1,ios,female,false,2016-12-08,0,1
CH,2,ios,female,true,2016-12-10,41.993,4
AR,1,android,male,false,2016-12-18,42,2
KR,2,android,female,true,2016-12-23,0,1
US,3,ios,male,true,2016-12-27,356.94399999999996,24
CR,2,ios,female,true,2017-01-02,104.979,14
CA,2,android,female,true,2017-01-05,79.52927297675068,9
RE,2,ios,male,true,2017-01-16,0,2
US,,ios,female,false,2017-01-20,188.965,12
US,1,ios,male,false,2017-01-30,911.9980000000002,63
FR,1,ios,female,false,2016-10-12,327.8528967778129,34
AU,,ios,female,false,2016-11-02,0,1
CH,1,ios,male,false,2016-11-20,148.1645156542549,7
AU,2,android,female,true,2016-11-14,80.64082089623845,8
ES,1,ios,female,false,2016-11-19,0,3
ES,1,android,female,false,2016-12-14,0,1
IS,18,android,female,true,2017-01-05,41.979000854492185,1
LU,2,ios,male,true,2017-01-10,20.993,4
IR,1,ios,female,false,2017-01-20,0,1
IT,2,ios,female,true,2017-01-31,0,2
AU,1,android,male,false,2016-10-04,119.83886531119782,3
PE,2,ios,female,true,2016-10-12,41.993,4
US,1,ios,male,false,2016-10-23,523.032,43
CA,1,android,male,false,2016-11-13,77.41205188917674,6
IT,1,ios,male,false,2017-01-09,0,2
FR,6,ios,male,true,2017-01-22,0,2
DE,1,android,female,false,2016-10-05,34.34685925385012,2
AT,1,ios,female,false,2016-12-03,0,1
IL,2,ios,female,true,2016-12-11,0,2
MX,,ios,female,false,2016-12-18,0,1
US,1,android,female,false,2016-12-26,247.02,11
KW,,ios,female,false,2016-12-28,0,1
AR,1,ios,female,false,2016-12-24,20.993,1
PA,1,ios,female,false,2016-10-07,41.993,1
AU,1,android,female,false,2016-10-07,98.65443265559892,5
GB,2,ios,male,true,2016-10-18,0,1
SA,18,ios,female,true,2016-10-20,0,2
NZ,2,ios,female,true,2016-11-01,41.993,2
NO,18,ios,male,true,2016-11-17,0,1
CA,2,ios,female,true,2016-11-18,41.993,2
MX,18,ios,female,true,2016-11-25,0,1
US,18,ios,female,true,2016-12-18,62.986,3
CH,1,ios,female,false,2016-12-21,0,2
ES,,ios,female,false,2017-01-01,105.06050323154804,6
NZ,2,android,female,true,2017-01-04,17.857279818310918,2
MX,2,ios,female,true,2017-01-07,146.972,17
GP,1,ios,male,false,2017-01-19,41.993,1
PR,,ios,female,false,2017-01-23,0,1
CL,2,ios,female,true,2016-10-12,0,2
UY,1,ios,male,false,2016-11-03,0,1
VE,2,ios,male,true,2016-11-16,0,1
BG,11,ios,female,false,2016-12-08,7.005756167601362,1
NI,2,ios,female,true,2017-01-02,83.986,2
CO,2,ios,male,true,2017-01-12,146.972,9
IE,1,android,male,false,2017-01-13,0,1
CA,18,android,female,true,2016-10-31,59.329598496630446,3
SI,2,ios,male,true,2017-01-15,83.986,4
NL,1,android,female,false,2017-01-17,33.71239699281025,1
PE,1,ios,female,false,2017-01-31,37.61,2
CA,9,ios,male,true,2017-01-10,20.993,2
NO,1,ios,male,false,2016-10-23,0,1
EC,,android,female,false,2016-10-27,0,1
OM,18,ios,female,true,2016-11-05,0,1
MX,9,ios,female,true,2016-11-24,0,1
NZ,18,android,female,true,2017-01-10,0,2
CH,,ios,female,false,2017-01-29,83.986,4
AU,2,android,female,true,2016-11-01,40.74094701901397,3
MX,1,ios,female,false,2016-11-13,41.993,6
NO,,android,male,false,2016-11-15,26.82949649859736,1
CO,2,ios,female,true,2016-11-21,41.993,3
US,,android,female,false,2016-12-10,42,2
AE,18,ios,male,true,2017-01-02,0,2
AT,2,android,female,true,2017-01-02,0,1
CH,18,android,male,true,2017-01-05,39.51557171614433,4
MY,1,android,female,false,2016-10-17,0,1
US,10,ios,male,true,2016-12-03,41.993,1
FI,2,ios,male,true,2017-01-04,42,2
DE,1,android,male,false,2017-01-10,24.61427039335274,6
AU,18,android,female,true,2017-01-14,0,2
CA,,ios,male,false,2016-10-23,41.993,1
DO,1,ios,female,false,2016-10-07,0,2
AR,2,ios,male,true,2016-12-23,0,1
CA,1,android,female,false,2017-01-09,160.14733319016008,7
US,2,ios,female,true,2016-10-05,371.394,9
AR,1,ios,female,false,2016-10-02,41.993,2
DE,1,ios,female,false,2016-10-10,104.979,5
AR,,ios,male,false,2016-12-21,0,1
FR,1,ios,female,false,2016-12-27,125.979,4
SV,1,ios,female,false,2016-12-01,0,1
MX,2,ios,male,true,2016-12-03,104.979,4
CL,1,ios,male,false,2017-01-13,0,1
AR,2,ios,female,true,2017-01-22,104.979,8
GB,,android,male,false,2017-01-26,47.5785530693272,2
SA,1,ios,female,false,2016-10-01,41.993,1
MX,2,ios,male,true,2016-11-18,0,1
DE,6,ios,male,true,2016-12-13,0,1
FR,1,ios,female,false,2016-12-23,0,2
ES,18,ios,female,true,2017-01-10,0,3
ES,1,ios,female,false,2016-10-16,0,3
NZ,18,android,female,true,2016-11-06,34.33205297308451,1
AU,1,ios,female,false,2016-11-29,27.993,1
HK,18,ios,female,true,2016-12-02,0,1
AR,2,ios,male,true,2016-12-06,125.979,4
GT,2,ios,female,true,2017-01-08,0,5
FR,6,ios,female,true,2017-01-18,0,1
NZ,2,ios,male,true,2017-01-30,0,2
CN,1,ios,female,false,2016-10-08,0,1
CA,2,ios,female,true,2016-11-07,203.42900000000003,9
SA,18,android,male,true,2016-11-19,41.987682903994305,1
GB,,android,male,false,2016-11-24,0,1
PA,18,ios,male,true,2016-11-28,0,1
US,6,ios,female,true,2016-12-21,0,3
CA,,android,male,false,2016-12-23,0,1
FR,,ios,male,false,2016-12-26,0,2
CA,2,android,female,true,2017-01-06,79.35875061664778,6
FR,,ios,male,false,2016-12-08,41.993,2
AR,,android,male,false,2016-10-18,0,1
US,18,ios,male,true,2017-01-28,41.993,2
AU,2,android,male,true,2016-12-19,164.2199427224064,9
ES,2,ios,female,true,2016-12-28,83.986,3
BE,18,android,female,true,2017-01-03,0,1
MX,1,android,male,false,2016-10-05,31.513033381455337,1
IS,18,android,female,true,2016-10-24,34.571953293297156,1
SA,18,android,female,true,2016-12-19,0,1
PE,1,ios,male,false,2017-01-09,0,3
SK,2,ios,male,true,2017-01-15,0,1
AU,,android,male,false,2017-01-20,0,1
ES,1,android,male,false,2017-01-04,0,2
RE,1,ios,male,false,2016-10-11,0,1
IE,1,ios,female,false,2016-10-24,0,5
BR,1,ios,female,false,2016-10-24,0,1
ES,,ios,male,false,2016-11-13,0,2
CN,,ios,female,false,2016-11-29,0,1
CH,2,android,male,true,2016-12-09,38.526631943110104,2
BE,18,ios,female,true,2017-01-07,41.993,2
PA,2,ios,female,true,2017-01-09,83.986,3
DE,,android,male,false,2017-01-17,34.59816105728711,2
US,13,android,female,false,2016-10-02,0,1
DO,2,ios,female,true,2016-10-04,0,1
MX,18,android,male,true,2016-10-08,0,1
US,2,android,female,true,2016-12-25,42,3
ES,1,ios,male,false,2016-12-14,41.986,3
CA,,ios,male,false,2016-10-06,20.993,2
CA,2,android,female,true,2016-10-29,0,4
TT,2,ios,female,true,2016-10-30,41.993,2
CA,,ios,female,false,2016-11-02,0,2
BE,,android,female,false,2016-11-10,0,1
TR,18,ios,male,true,2016-12-17,41.993,1
IE,18,android,male,true,2016-12-27,0,1
CA,1,android,female,false,2017-01-06,119.03006089123912,4
MX,12,ios,female,false,2016-10-02,41.993,2
GB,1,ios,female,false,2016-10-31,83.986,6
AR,2,ios,female,true,2016-11-03,41.993,1
US,2,android,male,true,2016-11-27,21,9
US,13,ios,female,false,2016-12-28,41.993,3
ES,2,ios,female,true,2016-12-30,104.979,11
GR,2,ios,female,true,2017-01-13,0,1
NZ,,android,male,false,2017-01-28,34.35939856177369,1
AR,2,android,female,true,2017-01-31,0,1
MX,1,ios,female,false,2016-12-23,0,3
NL,1,ios,female,false,2016-12-31,0,1
NO,2,ios,female,true,2017-01-04,41.993,1
AU,2,ios,female,true,2017-01-04,83.986,4
US,3,ios,female,true,2016-11-07,0,3
DO,2,ios,female,true,2016-11-15,41.993,1
IT,1,ios,male,false,2016-12-27,20.993,1
FR,,ios,female,false,2017-01-02,83.979,6
CA,18,ios,female,true,2017-01-06,41.993,5
BM,,ios,male,false,2017-01-07,0,1
TW,,ios,male,false,2017-01-10,0,1
NZ,2,android,female,true,2016-12-11,18.44365301642051,1
IL,1,ios,female,false,2016-11-06,41.993,1
LU,2,ios,female,true,2017-01-01,146.972,7
FR,1,android,male,false,2016-11-06,68.61431349890101,4
CA,13,android,female,false,2016-11-12,39.428724294943585,1
US,2,ios,female,true,2016-12-12,20.993,4
CL,1,ios,male,false,2016-12-27,41.993,1
AU,2,ios,male,true,2017-01-27,0,1
MX,1,ios,female,false,2016-11-20,0,1
ES,1,android,male,false,2016-12-27,0,1
DO,2,ios,male,true,2017-01-03,0,5
TH,13,android,male,false,2017-01-08,0,1
DE,1,ios,female,false,2017-01-19,83.993,4
FR,2,ios,female,true,2016-10-05,62.986,2
AU,18,android,male,true,2016-10-17,40.634432655598914,5
ES,1,android,female,false,2016-10-25,0,1
CA,2,android,female,true,2016-10-31,98.15820873926396,4
US,13,android,female,false,2016-12-04,0,1
CH,,android,male,false,2016-12-04,0,1
CA,2,android,male,true,2016-12-08,0,1
ES,1,ios,female,false,2016-11-16,20.993,3
US,1,android,female,false,2016-11-19,126,8
US,13,android,male,false,2016-11-21,42,1
CH,,android,female,false,2017-01-09,39.38226120898555,1
ES,18,android,female,true,2017-01-11,67.21719912872554,6
UNKNOWN,,web,male,false,2017-01-11,0,1
PE,1,ios,male,false,2016-10-28,0,1
FR,18,ios,female,true,2017-01-09,41.993,1
AO,2,ios,female,true,2017-01-31,0,1
CA,2,ios,female,true,2016-10-10,0,1
US,6,ios,female,true,2016-11-04,167.972,7
CA,2,android,male,true,2016-11-08,39.27804369207735,5
AT,1,android,female,false,2016-11-17,0,1
CO,,ios,female,false,2017-01-04,46.36,3
CA,3,ios,female,true,2016-11-22,83.986,5
US,18,ios,male,true,2016-12-23,62.986,5
QA,2,ios,female,true,2017-01-06,0,1
IL,2,ios,male,true,2017-01-30,41.993,2
AU,6,ios,female,true,2016-10-11,40.634432655598914,1
CR,1,ios,male,false,2016-10-04,0,1
AR,1,ios,female,false,2016-10-30,125.979,5
ES,,android,male,false,2016-11-23,0,1
MX,1,ios,male,false,2016-12-07,41.993,2
AR,1,ios,female,false,2016-12-22,0,1
AU,18,android,female,true,2016-12-24,41.44992632067353,3
AR,1,android,female,false,2017-01-12,84,2
US,18,ios,female,true,2017-01-15,125.986,7
DE,,ios,male,false,2017-01-31,41.993,2
MX,,ios,female,false,2016-10-03,41.993,1
GB,2,ios,male,true,2016-10-15,0,1
AR,1,android,female,false,2016-11-29,59.57,3
GB,1,ios,female,false,2016-12-25,0,5
HN,2,ios,female,true,2016-12-27,0,1
PA,2,android,female,true,2017-01-03,0,3
IE,2,ios,female,true,2017-01-11,41.993,2
SG,1,ios,male,false,2017-01-14,41.986,2
DE,2,ios,female,true,2017-01-26,20.993,3
US,11,ios,female,false,2016-11-12,20.993,1
CO,1,ios,female,false,2016-11-27,0,1
MX,2,ios,female,true,2016-12-01,0,2
GB,18,android,male,true,2016-12-07,0,1
AT,1,ios,male,false,2017-01-19,0,2
ES,18,android,male,true,2017-01-26,0,2
AU,1,android,female,false,2016-11-22,40.634432655598914,1
AU,13,ios,female,false,2016-12-25,0,1
GB,2,ios,male,true,2016-12-26,41.993,7
CL,18,ios,male,true,2017-01-02,41.993,2
MX,,ios,male,false,2017-01-15,20.993,5
AE,18,ios,female,true,2016-10-01,41.993,1
RE,1,ios,female,false,2016-10-02,62.986,2
NZ,2,ios,female,true,2016-11-02,20.993,1
US,6,ios,female,true,2016-11-07,62.986,3
US,2,android,female,true,2016-11-25,19.13,5
ES,1,ios,female,false,2016-11-23,0,2
EC,1,ios,male,false,2016-12-01,41.993,2
FI,18,android,male,true,2017-01-04,0,1
AT,1,android,male,false,2017-01-10,34.104412545869394,1
ES,6,ios,female,true,2017-01-14,0,3
FR,1,ios,male,false,2016-10-15,104.979,6
RU,1,ios,female,false,2016-11-14,0,2
MX,,ios,female,false,2016-11-15,0,1
AR,2,android,female,true,2016-12-01,0,2
SG,18,android,male,true,2017-01-08,39.534007042300935,1
CO,2,ios,male,true,2016-10-15,41.993,1
MX,1,ios,male,false,2016-11-15,0,2
SV,,ios,male,false,2016-11-15,0,1
CH,2,android,male,true,2016-12-14,38.85385153997085,1
ES,1,android,female,false,2016-10-07,33.467528887004015,2
US,,android,female,false,2016-11-08,0,3
CH,2,ios,male,true,2016-11-21,167.972,6
CH,2,android,female,true,2016-12-16,0,1
SG,18,android,male,true,2016-12-26,0,1
SK,1,ios,female,false,2017-01-06,0,1
RE,2,ios,male,true,2017-01-31,0,1
GP,2,android,female,true,2016-10-31,0,2
CL,,ios,female,false,2016-11-06,41.993,1
GB,2,ios,male,true,2016-10-26,20.993,1
PE,1,ios,female,false,2016-10-17,41.993,1
US,1,android,male,false,2016-11-04,0,1
NI,2,ios,female,true,2016-12-10,0,1
CA,2,android,female,true,2016-12-11,39.10909881464831,1
DE,2,ios,male,true,2017-01-25,0,6
AU,1,android,male,false,2017-01-31,58.84327317506562,4
QA,2,ios,female,true,2016-10-05,0,1
PE,1,android,female,false,2016-11-03,58.02,2
UY,18,ios,female,true,2016-11-06,0,1
TR,1,android,female,false,2016-11-28,0,1
US,12,android,female,false,2017-01-10,0,1
CH,18,android,female,true,2016-12-14,77.7077030799417,3
MX,18,ios,female,true,2017-01-14,41.993,2
IT,2,android,female,true,2017-01-20,32.89803528180104,1
PF,,ios,female,false,2016-10-22,41.993,1
AE,18,android,male,true,2016-11-19,0,1
AU,2,ios,male,true,2016-12-28,83.986,3
GT,2,ios,male,true,2017-01-12,0,2
US,13,android,female,false,2017-01-14,0,2
US,,ios,female,false,2016-11-18,41.993,9
NL,1,android,male,false,2016-11-25,0,1
MX,1,ios,female,false,2016-11-30,41.993,2
US,13,ios,female,false,2016-12-26,0,2
US,2,android,female,true,2016-12-27,210,11
HK,2,ios,male,true,2017-01-01,0,2
MX,1,ios,male,false,2017-01-02,146.972,10
US,18,ios,male,true,2017-01-04,104.979,15
JE,13,ios,female,false,2017-01-09,0,1
CH,6,android,female,true,2017-01-22,38.83779941513008,2
US,,android,male,false,2017-01-25,0,2
CZ,1,ios,female,false,2017-01-28,0,2
ES,1,ios,female,false,2017-01-28,209.95800000000003,14
US,6,ios,male,true,2016-10-13,188.965,7
MX,2,ios,male,true,2016-10-13,41.993,4
IL,2,ios,female,true,2016-10-29,0,1
AU,18,android,female,true,2016-11-26,0,2
UY,1,android,female,false,2016-11-29,0,3
CL,2,ios,female,true,2016-12-17,41.993,1
AU,2,android,female,true,2016-12-22,0,3
CA,1,ios,female,false,2016-12-24,0,2
AU,18,ios,female,true,2016-12-28,41.993,2
CA,1,ios,female,false,2017-01-01,260.692,19
JE,2,ios,female,true,2017-01-02,0,1
LU,,ios,male,false,2017-01-03,20.993,1
GB,2,ios,male,true,2017-01-04,0,3
DE,,ios,male,false,2017-01-26,20.993,1
MX,2,ios,female,true,2016-10-18,0,3
GB,18,android,female,true,2016-11-01,62.11828387071951,7
CO,1,ios,female,false,2016-12-06,41.993,2
FR,1,ios,female,false,2016-12-10,83.986,11
PE,2,ios,male,true,2017-01-08,41.993,5
GB,,ios,male,false,2017-01-10,0,7
CA,2,ios,male,true,2017-01-25,61.123000000000005,10
CA,1,android,female,false,2017-01-12,39.4862519056826,1
GB,3,ios,male,true,2017-01-22,41.993,5
US,6,ios,female,true,2016-10-04,104.979,4
DE,1,android,female,false,2016-11-01,34.57211485228917,6
PE,,ios,male,false,2016-11-01,0,1
GB,2,ios,female,true,2016-11-06,62.986,2
US,6,ios,male,true,2016-11-13,187.095,8
NZ,18,android,female,true,2016-11-21,70.3772045382847,2
SG,2,ios,male,true,2016-11-24,0,1
US,1,ios,female,false,2016-12-17,419.944,20
AR,18,android,female,true,2016-12-18,42,2
GB,,ios,female,false,2016-12-26,0,1
US,6,ios,female,true,2017-01-24,167.986,8
FR,1,ios,male,false,2017-01-06,20.993,3
GT,2,ios,female,true,2017-01-14,41.993,1
MX,2,ios,female,true,2016-10-09,0,2
CL,1,ios,female,false,2016-11-02,0,2
US,1,ios,female,false,2016-11-10,314.937,24
CH,2,android,female,true,2016-11-14,138.9431616318817,8
CA,2,ios,male,true,2016-12-01,125.972,8
AU,1,ios,female,false,2016-12-12,41.993,2
PE,1,ios,male,false,2016-12-26,41.993,2
CO,2,ios,male,true,2016-12-30,0,4
ZA,2,ios,male,true,2016-12-31,0,2
TH,1,ios,female,false,2017-01-09,0,1
US,9,ios,female,true,2017-01-18,83.986,8
US,11,android,male,false,2017-01-22,0,1
PT,2,ios,male,true,2017-01-23,0,1
SK,1,android,male,false,2017-01-24,0,1
US,3,ios,female,true,2017-01-31,196.816,28
CO,1,ios,female,false,2016-12-15,20.993,1
AU,1,ios,male,false,2016-10-08,104.979,3
DE,2,ios,female,true,2016-10-09,0,1
FR,1,ios,female,false,2016-11-07,41.986,3
HT,2,ios,male,true,2016-11-10,0,1
CN,1,ios,male,false,2016-12-09,41.993,2
AR,1,ios,female,false,2016-12-11,0,1
US,2,ios,male,true,2016-12-21,62.986,6
CA,2,ios,male,true,2016-12-31,62.986,6
DK,2,ios,female,true,2017-01-02,0,2
NZ,18,android,male,true,2017-01-05,0,2
CA,18,android,female,true,2017-01-05,100.712845639638,4
MX,18,ios,male,true,2017-01-08,0,1
CA,18,ios,female,true,2017-01-18,0,4
CA,6,ios,female,true,2017-01-28,83.986,3
ES,1,ios,male,false,2016-10-02,41.993,6
TR,1,ios,male,false,2016-10-23,0,1
US,2,ios,female,true,2016-11-16,216.951,14
US,18,android,male,true,2016-10-05,58.02,15
US,18,android,male,true,2016-10-22,63,9
CZ,,ios,male,false,2017-01-03,62.986,3
CH,1,android,male,false,2016-12-23,38.16013437314542,1
US,18,android,female,true,2016-12-10,189,21
AR,2,android,male,true,2017-01-03,184.02,11
PE,2,ios,male,true,2017-01-05,83.986,8
FI,2,ios,female,true,2017-01-24,87.64043577133043,1
CA,1,ios,female,false,2017-01-24,83.979,8
GB,1,ios,male,false,2016-10-16,41.993,4
US,4,ios,male,true,2016-11-01,188.965,15
DE,1,ios,male,false,2016-11-03,0,2
CA,1,ios,female,false,2016-11-05,188.972,11
PA,2,ios,female,true,2016-11-06,0,1
AU,2,android,female,true,2016-11-21,148.65842910539996,8
CA,1,ios,female,false,2016-12-05,187.095,7
CH,1,ios,male,false,2016-12-06,62.986,2
US,3,android,male,true,2016-12-11,42,1
US,2,android,male,true,2016-12-30,0,8
AE,18,ios,female,true,2017-01-16,0,1
UY,1,ios,female,false,2017-01-07,0,1
CH,2,ios,female,true,2016-10-24,41.993,7
GB,1,ios,male,false,2016-10-26,20.993,8
US,3,ios,male,true,2016-11-03,0,1
BH,2,ios,female,true,2016-11-23,69.986,3
CL,9,ios,female,true,2016-12-19,0,1
ES,13,android,male,false,2016-12-26,0,1
BE,2,ios,female,true,2017-01-09,104.979,3
ES,1,android,male,false,2016-10-11,16.728467150887845,1
ES,1,ios,female,false,2016-10-19,41.993,3
AR,18,android,male,true,2016-11-16,21,2
CA,2,ios,female,true,2016-11-19,41.993,3
AR,2,android,female,true,2016-12-31,0,3
PA,1,ios,female,false,2017-01-02,0,2
GB,2,android,male,true,2017-01-04,17.093385806920978,13
CR,2,ios,female,true,2017-01-11,125.979,6
GB,2,android,male,true,2017-01-13,0,4
US,2,android,female,true,2017-01-13,84,9
US,13,ios,male,false,2017-01-15,0,2
DE,2,ios,female,true,2017-01-18,0,4
US,13,android,female,false,2017-01-19,84,4
US,18,android,male,true,2016-10-08,126,8
TR,1,ios,female,false,2016-10-24,0,1
CL,2,ios,female,true,2016-11-01,83.986,5
CH,13,android,female,false,2016-11-03,0,1
AU,,android,female,false,2016-11-27,0,1
GI,2,ios,male,true,2017-01-08,0,3
BO,2,ios,female,true,2017-01-15,0,1
MX,1,ios,female,false,2017-01-21,125.97899999999998,9
FR,1,ios,female,false,2017-01-25,62.986,7
AU,18,android,male,true,2016-11-08,0,2
CO,,ios,female,false,2016-12-14,41.993,1
US,2,android,male,true,2016-12-24,42,3
AU,1,ios,female,false,2016-12-29,125.979,5
GF,2,ios,male,true,2017-01-01,0,1
RO,1,ios,female,false,2017-01-30,37.61,1
NO,2,ios,female,true,2017-01-09,0,2
AR,2,android,female,true,2017-01-18,42,3
IT,12,ios,male,false,2017-01-15,0,1
CL,,ios,male,false,2017-01-21,41.993,1
NL,1,ios,female,false,2017-01-25,0,1
US,2,android,female,true,2017-01-10,452.03,36
US,1,android,female,false,2016-10-01,84,5
NZ,1,android,female,false,2016-10-21,0,1
